   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0101010101010102e-02	   9.8242169706907914e-04	
   2.0202020202020204e-02	   1.9682783613477685e-03	
   3.0303030303030304e-02	   2.9573856972620431e-03	
   4.0404040404040407e-02	   3.9495522352964085e-03	
   5.0505050505050504e-02	   4.9445790531572947e-03	
   6.0606060606060608e-02	   5.9422594825922969e-03	
   7.0707070707070704e-02	   6.9423788010750109e-03	
   8.0808080808080815e-02	   7.9447139075265426e-03	
   9.0909090909090912e-02	   8.9490329812045022e-03	
   1.0101010101010101e-01	   9.9550951228486329e-03	
   1.1111111111111110e-01	   1.0962649977128827e-02	
   1.2121212121212122e-01	   1.1971437335396431e-02	
   1.3131313131313133e-01	   1.2981186717693100e-02	
   1.4141414141414141e-01	   1.3991616932923220e-02	
   1.5151515151515152e-01	   1.5002435616045851e-02	
   1.6161616161616163e-01	   1.6013338741090361e-02	
   1.7171717171717171e-01	   1.7024010108746251e-02	
   1.8181818181818182e-01	   1.8034120807222147e-02	
   1.9191919191919191e-01	   1.9043328645011518e-02	
   2.0202020202020202e-01	   2.0051277554143158e-02	
   2.1212121212121213e-01	   2.1057596962433079e-02	
   2.2222222222222221e-01	   2.2061901133190925e-02	
   2.3232323232323232e-01	   2.3063788470768246e-02	
   2.4242424242424243e-01	   2.4062840790268124e-02	
   2.5252525252525254e-01	   2.5058622549665576e-02	
   2.6262626262626265e-01	   2.6050680042515487e-02	
   2.7272727272727271e-01	   2.7038540549350114e-02	
   2.8282828282828282e-01	   2.8021711445790753e-02	
   2.9292929292929293e-01	   2.8999679265318250e-02	
   3.0303030303030304e-01	   2.9971908714564479e-02	
   3.1313131313131315e-01	   3.0937841638901495e-02	
   3.2323232323232326e-01	   3.1896895936017057e-02	
   3.3333333333333331e-01	   3.2848464415073844e-02	
   3.4343434343434343e-01	   3.3791913598955607e-02	
   3.5353535353535354e-01	   3.4726582467005787e-02	
   3.6363636363636365e-01	   3.5651781135563422e-02	
   3.7373737373737376e-01	   3.6566789473496487e-02	
   3.8383838383838381e-01	   3.7470855649824469e-02	
   3.9393939393939392e-01	   3.8363194610409816e-02	
   4.0404040404040403e-01	   3.9242986480581242e-02	
   4.1414141414141414e-01	   4.0109374890430594e-02	
   4.2424242424242425e-01	   4.0961465219399251e-02	
   4.3434343434343436e-01	   4.1798322756638653e-02	
   4.4444444444444442e-01	   4.2618970773492720e-02	
   4.5454545454545453e-01	   4.3422388504307241e-02	
   4.6464646464646464e-01	   4.4207509031621531e-02	
   4.7474747474747475e-01	   4.4973217071641480e-02	
   4.8484848484848486e-01	   4.5718346655728416e-02	
   4.9494949494949497e-01	   4.6441678703465550e-02	
   5.0505050505050508e-01	   4.7141938482681493e-02	
   5.1515151515151514e-01	   4.7817792951618199e-02	
   5.2525252525252530e-01	   4.8467847978226751e-02	
   5.3535353535353536e-01	   4.9090645431358715e-02	
   5.4545454545454541e-01	   4.9684660138390985e-02	
   5.5555555555555558e-01	   5.0248296703577354e-02	
   5.6565656565656564e-01	   5.0779886181158584e-02	
   5.7575757575757580e-01	   5.1277682596982510e-02	
   5.8585858585858586e-01	   5.1739859312085523e-02	
   5.9595959595959591e-01	   5.2164505221362963e-02	
   6.0606060606060608e-01	   5.2549620780107602e-02	
   6.1616161616161613e-01	   5.2893113850818144e-02	
   6.2626262626262630e-01	   5.3192795362271929e-02	
   6.3636363636363635e-01	   5.3446374772412708e-02	
   6.4646464646464652e-01	   5.3651455326123289e-02	
   6.5656565656565657e-01	   5.3805529098428118e-02	
   6.6666666666666663e-01	   5.3905971813099043e-02	
   6.7676767676767680e-01	   5.3950037426012655e-02	
   6.8686868686868685e-01	   5.3934852461923935e-02	
   6.9696969696969702e-01	   5.3857410092572680e-02	
   7.0707070707070707e-01	   5.3714563943218406e-02	
   7.1717171717171713e-01	   5.3503021613799370e-02	
   7.2727272727272729e-01	   5.3219337899922975e-02	
   7.3737373737373735e-01	   5.2859907697809259e-02	
   7.4747474747474751e-01	   5.2420958576116172e-02	
   7.5757575757575757e-01	   5.1898542996264313e-02	
   7.6767676767676762e-01	   5.1288530161437813e-02	
   7.7777777777777779e-01	   5.0586597472854163e-02	
   7.8787878787878785e-01	   4.9788221570156117e-02	
   7.9797979797979801e-01	   4.8888668930867768e-02	
   8.0808080808080807e-01	   4.7882986001759512e-02	
   8.1818181818181823e-01	   4.6765988832666930e-02	
   8.2828282828282829e-01	   4.5532252180787963e-02	
   8.3838383838383834e-01	   4.4176098050724748e-02	
   8.4848484848484851e-01	   4.2691583632521519e-02	
   8.5858585858585856e-01	   4.1072488596659538e-02	
   8.6868686868686873e-01	   3.9312301701384882e-02	
   8.7878787878787878e-01	   3.7404206663846744e-02	
   8.8888888888888884e-01	   3.5341067242294064e-02	
   8.9898989898989901e-01	   3.3115411472000512e-02	
   9.0909090909090906e-01	   3.0719414992647399e-02	
   9.1919191919191923e-01	   2.8144883399578456e-02	
   9.2929292929292928e-01	   2.5383233545642602e-02	
   9.3939393939393945e-01	   2.2425473714256693e-02	
   9.4949494949494950e-01	   1.9262182577854847e-02	
   9.5959595959595956e-01	   1.5883486849054964e-02	
   9.6969696969696972e-01	   1.2279037524689708e-02	
   9.7979797979797978e-01	   8.4379846153526880e-03	
   9.8989898989898994e-01	   4.3489502453509989e-03	
   1.0000000000000000e+00	   0.0000000000000000e+00	
